customer_id,age,gender,tenure_months,total_spend_inr,num_support_tickets,last_order_days_ago,churn_status
104886,29,Female,27,51951.53,1,224,Active
104887,25,F,27,43088.47,0,361,Churned
104888,54,Male,46,33130.29,4,291,Churned
104889,37,Male,45,53759.75,0,154,Active
104890,42,Male,26,24450.92,3,169,active
104891,25,Female,14,53873.2,0,365,CHURNED
104892,20,,48,41782.44,3,106,ACTIVE
104893,28,Female,15,19174.69,3,121,Active
104894,33,Female,51,50452.38,0,67,Churned
104895,22,Female,54,66472.57,0,286,CHURNED
104896,34,Male,11,23941.04,1,285,Churned
104897,14,Female,28,61112.56,0,84,Active
104898,21,Female,55,₹25873.65,4,324,Active
104899,43,Female,69,61762.97,0,14,active
104900,42,F,26,4785.18,0,365,active
104901,30,Female,70,1533.93,0,180,Churned
104902,22,Female,32,9381.39,0,39,Active
104903,22,F,48,65671.77,1,277,ACTIVE
104904,30,,12,40495.42,1,327,active
104905,42,Female,70,44963.5,2,6,Active
104906,46,Male,61,63323.2,3,183,Active
104907,29,Female,34,4747.79,0,40,Active
104908,21,Female,45,29645.92,2,198,Active
104909,38,Male,60,48588.69,0,153,Active
104910,25,Male,65,30946.33,0,388,Active
104911,28,Male,71,3377.63,0,252,ACTIVE
104912,50,Female,13,49169.83,3,229,Active
104913,44,Female,48,29963.7,1,89,Active
104914,36,Male,49,2421.47,1,22,Churned
104915,19,Male,58,13618.36,1,312,Active
104916,37,Female,70,17101.08,0,302,Active
104917,47,Male,61,38785.57,0,120,Active
104918,30,Male,26,14791.74,0,184,Churned
104919,51,Female,39,27738.22,0,206,Active
104920,50,Female,58,56549.27,1,90,Active
104921,54,Male,27,60771.27,1,116,Active
104922,38,Female,40,59860.56,0,163,Active
104923,42,Male,31,52436.13,0,104,Churned
104924,51,Female,3,41094.11,0,148,Active
104925,40,Male,15,41746.64,1,271,CHURNED
104926,28,Male,54,71550.68,2,110,Churned
104927,29,Female,70,65962.29,1,200,CHURNED
104928,37,Female,11,₹49084.02,1,280,Active
104929,19,Male,30,35668.63,0,225,Active
104930,33,Male,35,54951.21,3,80,Active
104931,48,M,43,5640.98,2,251,Churned
104932,8,Female,61,70901.01,0,220,Active
104933,53,Male,40,41520.88,1,300,Active
104934,48,Female,42,38206.49,4,142,Churned
104935,29,Male,42,22521.78,0,73,Active
104936,41,Female,3,,4,366,Churned
104937,35,Male,21,5532.0,0,205,CHURNED
104938,49,Male,53,20462.63,1,222,Churned
104939,46,Male,44,41074.42,0,160,CHURNED
104940,18,Female,46,7184.94,0,80,Active
104941,42,Female,37,72931.85,3,115,Active
104942,32,Female,38,31411.1,0,25,Active
104943,35,Male,38,24407.49,0,177,Churned
104944,26,Male,11,39864.54,1,279,Active
104945,55,Female,45,5809.01,5,293,Active
104946,47,Male,64,63933.35,0,220,Active
104947,26,Female,44,35060.51,0,3,Active
104948,18,Male,62,14196.82,0,316,active
104949,30,Female,61,12968.35,3,315,Active
104950,40,Female,12,27710.62,0,33,Active
104951,37,,9,43428.85,0,182,Active
104952,50,Male,67,31851.03,0,39,Active
104953,44,Male,2,45163.0,0,153,Active
104954,46,Female,8,53205.35,0,63,Churned
104955,38,F,43,56388.17,4,89,CHURNED
104956,18,,18,30670.71,2,103,ACTIVE
104957,32,Female,52,54058.25,5,341,Churned
104958,47,Female,39,11471.32,0,187,Active
104959,34,Female,31,38969.12,0,159,ACTIVE
104960,41,Female,14,6366.09,0,49,Churned
104961,31,Female,64,19063.82,0,222,Active
104962,22,M,44,44155.82,4,359,Active
104963,33,Female,60,55791.13,5,188,Active
104964,38,Female,2,8052.89,3,253,Active
104965,27,Female,32,16323.17,0,365,Active
104966,32,Female,36,74400.47,1,192,Churned
104967,23,Female,55,25986.67,1,244,Active
104968,48,Female,63,22019.02,3,71,Churned
104969,31,Male,69,7309.02,1,347,Active
104970,52,Male,40,52418.36,0,77,CHURNED
104971,53,Female,24,38610.75,0,221,Churned
104972,34,M,58,12658.76,2,343,Active
104973,22,Male,28,47834.47,1,264,Active
104974,9,Female,62,₹39906.27,1,269,CHURNED
104975,17,Male,25,42805.95,5,282,Active
104976,18,Male,7,74619.26,0,394,Active
104977,51,,38,3117.34,0,221,Active
104978,36,M,71,68707.94,0,91,Active
104979,39,Male,45,63299.92,0,56,Active
104980,8,Female,32,31735.37,0,388,ACTIVE
104981,20,Male,32,66190.03,0,106,active
104982,45,,1,48993.53,0,287,Active
104983,38,Male,45,66812.23,0,273,Active
104984,33,Male,64,45010.09,0,392,active
104985,41,Female,68,16995.04,0,293,Active
104986,54,M,7,43640.38,4,381,Churned
104987,32,Male,38,14250.61,4,47,Churned
104988,35,Female,70,11421.27,1,307,Active
104989,37,Male,53,,3,114,Active
104990,63,F,30,71113.27,1,58,Churned
104991,9,Male,22,44548.7,3,44,Active
104992,43,F,58,59888.28,1,354,Churned
104993,33,Female,55,13458.96,0,231,CHURNED
104994,41,Female,46,49411.57,3,267,Active
104995,27,,26,55240.33,0,12,Active
104996,34,,64,4079.47,0,394,active
104997,43,Female,9,8190.16,1,205,Churned
104998,72,Male,15,58836.99,4,54,Active
104999,44,Female,19,33556.3,0,34,Churned
105000,24,Female,16,31012.99,1,248,Active
105001,29,Female,25,69107.35,0,399,Active
105002,29,Female,51,74405.47,4,136,Active
105003,13,Male,46,57564.46,1,230,Churned
105004,31,Female,7,59651.94,0,356,Active
105005,43,Female,34,16415.75,1,278,Active
105006,19,Male,58,15224.68,0,261,CHURNED
105007,47,Female,23,73570.53,0,20,Active
105008,40,Female,23,52436.79,2,215,Active
105009,26,Female,17,51816.53,1,232,Churned
105010,33,Male,13,22177.91,0,118,Active
105011,54,Female,27,66599.47,0,49,Churned
105012,43,Male,66,4288.59,3,119,Active
105013,35,Female,30,21319.69,1,147,Churned
105014,32,Female,4,14330.46,0,218,Churned
105015,35,Female,67,53621.11,0,228,Churned
105016,28,Male,14,53935.9,0,398,ACTIVE
105017,9,Female,11,40570.13,2,263,Active
105018,59,,40,1389.21,99,336,Active
105019,36,Male,3,,0,10,Active
105020,39,M,1,71713.45,2,363,Active
105021,34,Female,9,15971.12,1,150,ACTIVE
105022,26,Female,1,63325.22,1,218,Active
105023,32,Male,16,73023.2,5,133,active
105024,15,Male,46,25196.09,0,204,Churned
105025,62,F,10,14694.21,0,24,Churned
105026,20,Male,33,73337.96,3,143,Active
105027,22,Male,41,5421.0,0,344,Churned
105028,29,Female,51,21421.09,3,216,active
105029,50,Male,22,55910.17,1,234,Active
105030,35,Female,16,46684.16,0,55,Active
105031,20,Female,62,51653.79,0,354,Churned
105032,50,M,53,53398.77,0,171,CHURNED
105033,43,Female,14,51774.67,2,390,Active
105034,41,Male,59,26325.85,0,173,active
105035,43,Male,26,24051.02,1,281,Active
105036,63,Female,44,32706.52,0,144,Churned
105037,61,Female,20,60768.58,3,247,Active
105038,26,,5,70432.06,4,29,Active
105039,54,Female,65,34688.21,1,320,active
105040,39,Male,11,,5,385,Active
105041,40,M,47,70434.09,0,124,Active
105042,14,Male,10,6951.69,0,173,Active
105043,32,Male,61,12774.11,0,234,Active
105044,25,Female,45,65208.17,0,365,Active
105045,44,M,47,41809.41,0,26,Active
105046,47,Female,34,27098.78,3,85,Active
105047,10,Male,13,69887.32,2,50,Churned
105048,34,Male,23,72077.47,1,155,Active
105049,999,Male,36,25476.44,2,100,Churned
105050,32,Male,63,65263.39,0,80,Churned
105051,43,Male,47,51211.14,0,29,CHURNED
105052,39,Female,66,21312.36,1,135,Churned
105053,39,F,14,70666.02,0,62,CHURNED
105054,31,Male,53,5667.11,1,71,Active
105055,20,Male,66,24527.73,0,383,CHURNED
105056,21,M,49,30323.36,1,290,Active
105057,43,Female,16,52108.34,3,133,Active
105058,35,F,68,3844.04,1,117,Active
105059,33,Male,43,66843.49,0,8,Churned
105060,29,Male,65,49773.62,0,200,Active
105061,31,Female,9,21351.69,0,43,active
105062,47,Female,21,49717.31,1,180,Active
105063,30,Female,43,40732.37,0,330,Churned
105064,18,Female,66,25884.41,2,257,CHURNED
105065,43,Male,4,3116.14,0,38,active
105066,32,Female,7,41781.45,1,263,Churned
105067,35,Female,58,7081.43,0,337,Active
105068,54,Female,4,60953.05,0,184,Active
105069,34,Female,20,7550.9,99,280,Active
105070,38,Female,35,32726.71,3,291,active
105071,20,Male,59,33156.83,0,201,Active
105072,32,Male,45,42158.92,1,42,Active
105073,42,Female,14,3923.58,2,300,Active
105074,16,Male,22,16083.6,1,4,Active
105075,37,Female,48,15763.09,0,364,Active
105076,36,M,30,45323.83,3,119,Active
105077,35,Male,29,20509.03,2,77,Active
105078,47,Male,36,11670.43,1,280,active
105079,39,,42,2358.13,0,327,Active
105080,52,Male,29,63200.32,0,123,Active
105081,23,Male,7,₹72894.57,1,347,Active
105082,36,Male,32,53041.39,3,350,Churned
105083,36,Female,13,31540.72,1,156,Active
105084,22,Male,13,10028.81,0,329,Churned
105085,46,Female,54,36157.76,0,103,Churned
105086,62,Female,14,34841.81,1,359,Active
105087,34,Male,6,32070.85,0,341,Churned
105088,41,Male,16,28994.47,1,102,Active
105089,-5,Female,41,37759.76,2,391,Active
105090,26,Female,52,6415.37,3,45,Active
105091,13,Male,16,3833.8,3,345,Active
105092,26,Male,5,5733.06,1,70,Active
105093,18,Female,24,15799.89,4,49,Active
105094,55,M,43,21577.2,1,119,Active
105095,33,Male,65,13539.86,2,340,Active
105096,30,Female,10,19641.84,1,296,active
105097,45,Male,59,14751.97,3,18,Active
105098,21,Male,35,12155.0,0,47,Churned
105099,25,Male,31,22680.72,2,1,Churned
105100,35,Female,11,30415.93,0,161,Churned
105101,47,Female,9,56075.74,0,295,ACTIVE
105102,41,M,66,71710.7,0,112,Active
105103,37,Female,44,69003.43,0,23,Active
105104,35,M,16,36219.1,1,244,Active
105105,39,Male,48,35139.54,1,270,Active
105106,37,Male,53,10301.64,0,253,Active
105107,22,,65,72908.77,1,293,Churned
105108,35,Female,48,57247.24,99,71,Active
105109,22,M,70,63720.05,2,76,Active
105110,35,Male,46,18328.11,0,165,Active
105111,29,Male,33,30680.36,1,379,Active
105112,65,Female,52,8595.74,0,263,Active
105113,-5,Male,55,70620.17,0,109,Active
105114,18,Female,51,22151.36,1,377,CHURNED
105115,33,Female,40,45104.72,5,180,CHURNED
105116,41,Male,25,12264.28,2,145,Active
105117,55,Male,63,60406.95,2,190,Churned
105118,27,Male,22,14789.51,1,165,Churned
105119,16,Male,38,60894.44,1,14,Active
105120,44,Female,9,30730.43,99,244,Churned
105121,18,Male,37,43754.02,0,311,CHURNED
105122,29,Male,5,20958.45,0,57,Active
105123,31,F,22,66325.46,0,4,Active
105124,34,Female,12,57230.26,0,214,Active
105125,43,Male,60,27216.27,0,49,Active
105126,26,Female,44,44316.94,0,81,Churned
105127,31,F,22,10545.15,5,35,Churned
105128,34,Male,6,12874.95,1,366,Churned
105129,36,Female,27,40492.14,2,181,Active
105130,36,Female,55,48404.31,2,160,CHURNED
105131,40,Male,15,42249.95,3,358,Active
105132,45,Female,64,42396.19,2,377,Active
105133,999,,17,55929.47,0,217,Active
105134,40,F,3,,0,266,Active
105135,16,Male,10,29682.22,5,251,Active
105136,35,Male,63,40733.06,1,113,Active
105137,40,,63,67083.77,0,190,Active
105138,43,Female,62,35356.62,0,2,Churned
105139,26,Male,9,33941.02,5,63,Active
105140,27,Female,24,57722.07,99,120,Active
105141,28,Male,32,65920.28,0,245,Active
105142,41,Male,3,55587.75,3,272,Active
105143,47,M,33,8409.2,1,131,Active
105144,30,Male,43,35393.05,1,217,Active
105145,45,Male,12,16685.75,0,18,Active
105146,36,Male,32,24483.74,3,231,Active
105147,33,Female,20,35687.83,1,298,Active
105148,32,Male,67,17393.12,0,232,Active
105149,43,Female,68,39179.09,0,124,active
105150,38,Female,17,48602.42,0,50,active
105151,62,M,19,65742.48,0,177,active
105152,24,Male,4,16648.09,0,3,Active
105153,41,M,17,23981.81,1,72,Active
105154,28,Male,64,31029.24,0,372,Active
105155,24,Female,22,17616.46,3,125,Churned
105156,34,Female,66,25570.97,0,383,active
105157,36,Male,42,66367.94,3,5,Active
105158,70,Female,45,11260.45,2,185,Churned
105159,32,Male,11,33837.32,0,84,Active
105160,21,Male,53,24011.56,0,153,Churned
105161,38,Male,60,6710.19,1,198,Churned
105162,10,Female,29,8113.27,4,220,Churned
105163,33,Male,20,59081.11,0,23,Active
105164,35,Male,5,64072.64,0,394,Active
105165,44,Male,25,55864.16,99,138,Active
105166,46,Female,34,40902.95,3,161,Active
105167,28,Female,12,58176.8,1,73,Churned
105168,33,Male,28,12249.17,1,195,Active
105169,25,Male,6,58734.92,0,97,Active
105170,21,Female,19,32337.17,0,74,Active
105171,38,Female,12,56523.35,0,27,Churned
105172,19,Female,25,17853.46,0,163,Active
105173,30,M,13,62608.21,1,62,Churned
105174,23,Male,3,43040.62,0,263,Active
105175,41,,24,1542.98,0,199,Active
105176,56,Male,8,,2,214,ACTIVE
105177,19,,45,23960.68,0,266,Active
105178,12,Male,1,5255.14,2,27,Active
105179,33,Female,3,34100.91,0,68,CHURNED
105180,35,Male,65,24048.79,0,195,active
105181,37,Male,15,16124.87,0,304,Churned
105182,-5,M,50,26835.03,0,363,Churned
105183,32,Female,20,14290.93,0,323,Active
105184,39,,3,23186.09,0,345,Churned
105185,47,Female,61,9534.74,0,327,Active
105186,11,Female,15,7239.13,0,302,ACTIVE
105187,30,Male,59,68341.44,0,98,Active
105188,37,,54,67804.67,1,202,Active
105189,23,Female,60,62272.38,1,248,Active
105190,55,Female,37,₹18044.09,0,348,Active
105191,27,Female,21,54715.91,0,11,Active
105192,34,Female,23,44638.7,0,32,active
105193,41,F,18,4791.27,2,328,Active
105194,27,Male,17,67569.35,1,148,Active
105195,12,Male,31,74850.67,0,133,Churned
105196,29,Male,64,53445.39,4,382,Churned
105197,47,Female,48,18131.58,5,269,Active
105198,30,Male,26,42026.31,0,203,Active
105199,24,Male,22,9094.16,0,122,Active
105200,46,Male,45,,0,98,Active
105201,31,Female,36,54076.95,3,236,Active
105202,28,Female,64,23279.49,0,131,Active
105203,36,Male,35,11893.24,0,399,Churned
105204,44,,27,1552.87,4,252,Active
105205,63,,68,43366.07,1,252,Active
105206,44,Male,17,72681.62,1,353,Active
105207,48,Female,70,36825.84,3,56,Active
105208,28,Female,11,16733.28,3,380,CHURNED
105209,22,Male,5,35282.72,0,249,Churned
105210,35,Male,58,45554.2,1,202,Active
105211,36,Female,57,60301.26,1,249,Active
105212,22,Female,14,34498.22,0,302,Churned
105213,32,Male,1,13798.45,0,373,Active
105214,39,M,16,14912.74,0,176,Churned
105215,39,Female,26,67579.73,3,105,ACTIVE
105216,41,Female,49,18481.9,3,245,Active
105217,38,Male,42,54873.3,2,225,ACTIVE
105218,28,Female,70,₹20902.21,99,353,Active
105219,28,Male,66,54321.59,0,151,CHURNED
105220,20,Female,53,6798.92,0,311,Churned
105221,56,Female,9,16347.09,0,54,Churned
105222,35,Female,69,31243.9,1,381,Active
105223,32,Male,40,39133.43,3,321,Churned
105224,23,Female,56,27118.38,0,219,Active
105225,70,F,5,43440.21,0,307,Churned
105226,22,Female,56,₹25077.37,1,236,Active
105227,29,Male,5,51204.48,2,384,Active
105228,39,Female,69,38829.32,0,347,Active
105229,42,Male,52,53178.09,5,164,Churned
105230,46,M,33,32892.44,0,288,Active
105231,56,Female,22,65861.01,0,359,Active
105232,41,Male,15,29277.83,0,57,Active
105233,22,Male,65,23801.89,2,29,CHURNED
105234,31,Male,71,42224.29,5,87,Active
105235,38,F,23,38678.76,4,378,Active
105236,59,Male,6,39339.26,1,79,Active
105237,18,Female,58,59913.63,0,363,Active
105238,49,F,26,,1,308,Active
105239,37,Male,12,66509.64,5,399,Active
105240,45,Female,2,46813.18,0,89,Active
105241,33,Female,32,2605.88,0,179,Churned
105242,24,Female,50,65409.12,1,287,Churned
105243,44,Male,61,63144.05,0,84,Active
105244,42,Male,11,4614.89,0,223,Churned
105245,46,Female,68,10271.05,1,144,Active
105246,34,F,34,42170.34,4,164,Churned
105247,27,Male,8,4171.09,99,295,Active
105248,16,Male,8,31426.43,1,139,active
105249,44,Male,15,73176.69,4,148,Churned
105250,40,M,5,13785.44,0,312,Active
105251,-5,Male,19,16251.09,2,241,Active
105252,28,F,9,51049.78,0,243,Active
105253,29,Male,57,4254.39,2,170,Churned
105254,17,F,54,61730.78,3,47,active
105255,25,Female,29,₹15728.31,0,6,Active
105256,21,Female,19,40335.01,4,365,active
105257,30,Male,46,19408.47,0,35,Active
105258,26,Female,62,49757.26,2,392,Churned
105259,15,Male,60,44453.99,0,71,Churned
105260,59,Male,5,71036.54,3,293,Active
105261,50,Male,33,33974.46,0,178,Active
105262,25,M,55,65741.04,0,123,CHURNED
105263,38,Female,19,43610.82,4,245,Churned
105264,999,Female,17,68670.24,2,9,Churned
105265,49,Female,42,22594.83,2,331,Churned
105266,25,Male,22,41682.32,2,213,Churned
105267,48,M,39,29862.19,1,316,Active
105268,-5,Female,27,5876.4,5,51,Churned
105269,18,Female,46,43495.67,3,302,Active
105270,43,Female,28,59772.9,0,327,Active
105271,50,,52,42159.07,2,396,ACTIVE
105272,66,M,65,21671.32,99,64,active
105273,20,Female,39,20523.35,3,371,Churned
105274,43,Male,18,18600.05,0,232,Active
105275,30,Female,22,73492.74,2,21,Active
105276,44,Female,68,,3,5,Active
105277,17,Male,11,24448.36,0,6,Active
105278,19,Male,64,31966.64,5,43,CHURNED
105279,25,Female,71,9569.05,0,282,Churned
105280,35,Female,57,15505.45,0,349,Active
105281,27,Female,35,38658.76,0,54,CHURNED
105282,42,Male,37,60114.69,0,384,ACTIVE
105283,47,Female,50,65855.58,1,131,Active
105284,42,Female,30,65082.87,1,139,Active
105285,54,Male,17,70911.56,0,215,Active
105286,39,Male,33,10307.09,1,25,Active
105287,20,F,16,4031.8,0,396,Active
105288,-5,Female,15,8824.11,3,65,Churned
105289,27,Male,13,,5,260,Churned
105290,45,F,3,42152.8,1,383,CHURNED
105291,53,Male,24,50669.54,3,198,Churned
105292,40,,23,,3,109,Active
105293,17,Male,59,29977.57,2,16,Active
105294,23,Male,55,41372.56,0,203,Active
105295,50,Female,65,6850.15,0,142,Churned
105296,32,Male,32,60190.54,4,358,active
105297,35,Female,60,69291.31,0,113,Active
105298,44,Female,30,29663.54,0,74,Churned
105299,43,M,66,55728.36,0,53,Active
105300,38,Female,18,41613.77,1,118,Active
105301,32,Female,59,18464.64,1,186,active
105302,31,Male,53,6017.04,1,63,Active
105303,45,Male,64,19196.52,0,141,Churned
105304,41,Female,30,₹45763.06,0,301,Churned
105305,31,Male,18,3977.0,0,226,Churned
105306,47,Female,5,62878.11,1,225,ACTIVE
105307,33,Female,69,72802.66,1,183,Active
105308,24,Male,8,7179.14,0,161,Churned
105309,25,Female,9,19255.65,0,62,Churned
105310,23,Male,32,50996.89,3,397,Active
105311,31,Female,14,60649.94,3,81,Active
105312,49,Female,13,26603.56,0,329,Churned
105313,25,Female,18,39127.64,1,397,Active
105314,37,Male,68,66990.2,0,16,Churned
105315,27,Female,22,29445.48,0,229,Active
105316,31,Male,20,7033.83,4,97,Active
105317,16,Female,15,74622.17,0,360,Churned
105318,-5,Female,7,14340.74,0,320,Churned
105319,32,Female,30,4609.85,0,326,Churned
105320,41,M,5,31388.37,3,140,Active
105321,37,Female,1,9988.3,2,130,Active
105322,20,Male,60,73426.27,1,143,Churned
105323,48,Male,31,29178.75,1,337,Active
105324,37,M,20,62110.02,0,180,Active
105325,37,Male,64,14068.8,4,163,Active
105326,34,Female,64,11272.29,0,351,Active
105327,28,Female,29,49047.69,0,123,Active
105328,37,Female,10,68288.95,4,38,Active
105329,40,Female,29,9475.7,4,298,Active
105330,14,Female,31,44604.79,0,365,Active
105331,28,Female,30,7285.52,1,232,Churned
105332,31,M,25,61100.06,4,337,Active
105333,38,Female,58,68288.64,3,252,active
105334,49,Female,57,47530.78,3,7,CHURNED
105335,25,Female,63,51937.39,0,56,active
105336,29,Female,37,5102.3,3,389,Active
105337,-5,M,58,₹6400.31,0,168,Active
105338,25,Male,28,14295.62,0,317,ACTIVE
105339,30,Male,27,21263.31,0,219,Active
105340,44,F,70,57229.35,0,65,Churned
105341,22,Female,37,33221.76,1,194,Churned
105342,40,Male,6,6790.48,0,93,Churned
105343,14,Female,62,64095.73,0,341,Churned
105344,28,,33,74543.18,0,170,Active
105345,31,M,40,34671.95,5,226,Active
105346,55,Female,41,38870.54,0,231,Active
105347,31,Male,42,6809.7,0,281,Churned
105348,8,M,9,29343.29,1,6,ACTIVE
105349,-5,Female,18,28513.52,3,264,Churned
105350,35,F,15,72468.57,1,53,active
105351,42,Male,4,49871.93,5,19,active
105352,39,Male,34,58881.55,0,265,Churned
105353,37,Female,62,10496.57,0,161,Active
105354,48,Male,38,31852.59,3,264,Churned
105355,-5,Female,71,15174.91,1,294,Active
105356,45,,23,64653.98,0,160,Active
105357,15,Female,20,12275.56,0,23,Churned
105358,24,F,56,33476.47,5,162,CHURNED
105359,13,Female,53,4970.12,3,343,ACTIVE
105360,31,Female,2,47937.78,0,385,Active
105361,34,M,21,36662.43,0,7,Active
105362,36,Female,42,37849.54,3,363,Active
105363,35,Female,57,8519.8,0,368,Active
105364,23,Female,49,39034.61,0,24,Active
105365,32,Female,10,42719.98,0,130,Active
105366,17,Male,61,72250.17,0,255,Churned
105367,51,M,21,3458.48,3,256,Active
105368,31,,60,69280.81,2,250,CHURNED
105369,29,Female,13,36487.77,0,339,Active
105370,54,Female,48,16548.47,0,106,Active
105371,20,Female,40,50250.41,3,356,Churned
105372,21,Female,63,39261.86,0,312,CHURNED
105373,21,Female,9,17779.87,1,348,CHURNED
105374,-5,F,57,47385.19,0,32,Active
105375,40,Female,51,36021.41,0,77,CHURNED
105376,43,Male,40,51987.08,1,326,Churned
105377,65,M,64,51991.69,2,93,Active
105378,8,Female,70,35988.33,3,10,Active
105379,42,M,64,29918.92,0,379,Active
105380,28,Male,25,5680.07,0,330,Active
105381,27,Male,28,37544.65,0,34,Active
105382,27,F,10,18990.51,0,340,Active
105383,24,Male,28,4940.31,3,111,Active
105384,55,M,36,25448.14,0,289,Active
105385,45,M,11,7472.71,0,344,Active
105386,35,Female,21,43900.89,1,97,Active
105387,51,Male,26,38271.51,0,313,Active
105388,16,Female,18,₹59639.75,3,150,Active
105389,19,F,68,20804.88,1,204,Active
105390,8,Female,41,₹28493.15,0,222,Active
105391,26,Female,15,51982.33,0,32,Churned
105392,36,Female,23,74477.89,2,125,Active
105393,36,Male,41,67908.56,4,108,CHURNED
105394,36,F,6,39541.04,3,211,Active
105395,-5,M,71,51168.1,0,2,Active
105396,44,,60,40362.25,0,183,Churned
105397,37,Female,52,33175.61,1,59,Churned
105398,43,Female,9,45570.03,0,289,Active
105399,12,Male,30,29600.94,0,96,ACTIVE
105400,38,Female,44,21733.94,5,250,Active
105401,20,Female,62,53219.87,2,105,Active
105402,30,F,43,65526.03,1,211,Active
105403,41,M,28,22313.8,0,270,Active
105404,-5,F,8,53309.98,0,59,Churned
105405,24,M,51,33117.41,1,271,Active
105406,35,M,30,23354.29,2,29,Active
105407,16,Male,11,46962.21,4,203,Active
105408,48,M,20,70516.67,1,112,Active
105409,32,Female,31,27025.17,0,365,Churned
105410,48,Male,34,57201.47,1,123,Active
105411,28,Male,12,24287.66,0,201,active
105412,28,Female,48,60486.26,1,303,Churned
105413,25,Male,28,57238.87,3,185,Active
105414,45,Female,67,57656.83,1,58,Active
105415,26,Female,63,74830.4,0,349,Churned
105416,42,F,48,11398.3,1,255,Active
105417,30,M,42,29774.1,2,229,Churned
105418,11,Female,52,47680.1,1,341,Churned
105419,28,Male,5,44695.18,3,53,Active
105420,999,Male,12,58766.85,0,342,ACTIVE
105421,35,Male,59,4471.31,0,320,Active
105422,20,Male,65,53173.79,3,244,Active
105423,46,,52,55591.57,1,338,Active
105424,33,Female,43,5521.48,99,258,ACTIVE
105425,32,Male,63,40862.49,0,60,Active
105426,42,Male,50,19129.46,0,229,Churned
105427,46,Female,39,60320.42,0,340,Churned
105428,34,Female,42,4671.41,5,304,Active
105429,25,Male,17,11816.15,3,118,Active
105430,13,,43,8729.58,0,388,Active
105431,26,Male,49,5826.11,0,26,Active
105432,27,Male,5,45405.45,0,340,CHURNED
105433,36,Male,1,65272.47,1,150,Active
105434,30,Female,67,38812.01,0,171,active
105435,43,Male,24,16583.03,0,253,Active
105436,27,Male,29,26440.92,1,20,active
105437,34,Male,15,27667.1,2,349,Active
105438,49,Female,4,34421.02,0,304,Active
105439,39,Male,44,,2,377,Active
105440,34,Male,65,50665.19,0,351,Active
105441,27,Female,31,26153.5,0,61,Churned
105442,27,Male,20,50059.44,0,151,Churned
105443,24,Female,10,41461.24,1,236,Active
105444,28,Male,11,4589.65,0,317,Active
105445,44,Male,28,69055.73,0,230,active
105446,32,Female,38,14168.85,0,336,Active
105447,18,Male,24,34413.14,4,191,Active
105448,56,Male,39,,0,275,Active
105449,38,Female,51,19302.66,2,203,Churned
105450,18,F,50,2640.18,0,204,Active
105451,29,Female,7,37263.69,5,228,Active
105452,36,M,68,17570.91,5,269,active
105453,55,M,53,44070.04,3,386,Churned
105454,21,,37,61466.0,1,179,Active
105455,46,Female,54,38830.27,1,331,Active
105456,51,Female,55,48732.17,0,257,ACTIVE
105457,27,Male,31,50295.28,0,169,Churned
105458,31,Male,65,61719.55,0,394,Active
105459,22,Female,59,51906.58,0,3,Active
105460,32,,47,73236.74,5,8,CHURNED
105461,34,Female,49,34759.63,0,336,Active
105462,42,Female,18,4719.12,0,107,Active
105463,48,Female,3,30157.99,1,40,ACTIVE
105464,26,Female,18,63150.98,0,375,Churned
105465,11,Female,58,10847.01,0,188,active
105466,34,Female,71,55459.55,0,264,Churned
105467,-5,Male,25,40638.95,3,330,Active
105468,37,Female,18,67649.29,4,243,Active
105469,31,M,52,55108.04,0,165,Active
105470,36,F,43,49878.78,4,283,ACTIVE
105471,53,Male,67,66628.97,3,95,Churned
105472,39,F,7,68208.27,0,131,Churned
105473,30,Male,44,29483.84,0,262,Active
105474,28,Male,44,69660.7,3,209,Active
105475,32,Female,51,5047.65,0,10,Active
105476,54,Male,21,57429.93,2,29,Active
105477,32,Male,37,25903.29,1,148,ACTIVE
105478,34,Male,28,37067.37,0,335,Active
105479,29,Female,32,₹62845.49,1,66,Churned
105480,48,Male,57,48140.87,2,12,Churned
105481,58,Female,41,34854.34,0,13,Active
105482,40,Female,54,13131.06,2,364,CHURNED
105483,35,Female,27,70505.59,0,102,ACTIVE
105484,35,F,40,25603.33,5,173,Churned
105485,6,Female,41,8485.95,0,213,Active
105486,43,Male,70,42746.86,2,169,Churned
105487,36,Male,24,31064.7,2,208,Active
105488,40,Female,18,44697.83,1,347,Active
105489,26,Female,56,18281.22,0,62,active
105490,30,Male,15,29025.94,0,387,Active
105491,30,Male,35,72965.62,1,9,Active
105492,47,Female,27,,1,125,Active
105493,30,Female,3,64964.25,2,162,Active
105494,59,Female,21,58654.94,0,19,active
105495,-5,M,39,12585.42,0,346,Churned
105496,19,Female,32,35552.86,1,87,Active
105497,33,Female,50,54864.81,0,18,CHURNED
105498,27,Female,9,20370.8,1,237,Active
105499,8,,50,3447.49,1,174,Active
105500,54,Female,1,31939.32,2,104,active
105501,43,Male,4,32460.46,1,237,Active
105502,41,Male,4,5817.42,0,126,CHURNED
105503,-5,Female,34,24725.55,0,49,active
105504,18,F,27,68880.2,0,102,Active
105505,29,Male,15,19521.96,1,74,Active
105506,45,Male,32,43117.83,3,171,Churned
105507,22,F,41,37103.27,0,138,Active
105508,4,F,71,64797.31,1,85,Active
105509,32,Male,61,49362.72,1,166,Active
105510,33,Male,63,12723.78,0,38,Churned
105511,36,Female,61,11572.29,0,391,Active
